"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:48"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER ecospace/>"
EcospaceScenario,BayOfAnchovies
MapRows,20
MapCols,20
MapCellLength,20
MapCellSize,0.17996463
MapTopLeftLat,0
MapTopLeftLon,0
NoActiveCells,313
EcoSpaceTimeStepLength,0.08333300219773374
CoordinateSystemWKT,"GEOGCS[WGS 84, DATUM[WGS_1984, SPHEROID[WGS 84,6378137,298.257223563, AUTHORITY[EPSG,7030]], AUTHORITY[EPSG,6326]], PRIMEM[Greenwich,0, AUTHORITY[EPSG,8901]], UNIT[degree,0.01745329251994328, AUTHORITY[EPSG,9122]], AUTHORITY[EPSG,4326]]"
ExternalDataConfigFile,AnchovyBay_extdata.xml
"<HEADER end/>"
Variable,EcospaceMapEffort
Fleet name,Trawlers

Step,61
Year,5.083313
-9999,-9999,-9999,-9999,0.2199089080095291,0.236357644200325,0.26605817675590515,0.29083165526390076,0.30701932311058044,0.3165794312953949,0.286774605512619,0.26342037320137024,0.26152995228767395,0.2617841958999634,0.23676666617393494,0.20609617233276367,0.18572236597537994,0.17392073571681976,-9999,-9999
-9999,-9999,-9999,0.21075890958309174,0.22733066976070404,0.24999681115150452,0.2828453481197357,0.3156273066997528,0.35055550932884216,0.37933647632598877,0.3967765271663666,0.3928509056568146,0.3837873935699463,0.35211658477783203,0.3076019287109375,0.2578064203262329,0.22012297809123993,0.20046579837799072,-9999,-9999
-9999,-9999,-9999,0.2131115347146988,0.23349414765834808,0.2742420732975006,0.3243480622768402,0.38263580203056335,0.4539082944393158,0.545908510684967,0.6328759789466858,0.6721121072769165,0.6494132876396179,0.5600249767303467,0.4601529538631439,0.3610641062259674,0.29109007120132446,0.2728853225708008,-9999,-9999
-9999,-9999,0.18335117399692535,0.20980486273765564,0.24651329219341278,0.3025536835193634,0.3720598518848419,0.4612770974636078,0.5952877998352051,0.7658495903015137,0.9447473883628845,1.0317554473876953,1.0127050876617432,0.8698605895042419,0.6836487650871277,0.5204742550849915,0.4072357714176178,0.3623630106449127,0.335208535194397,-9999
-9999,-9999,0.1868939995765686,0.2126486599445343,0.26870542764663696,0.34765443205833435,0.44275474548339844,0.5740959644317627,0.762721836566925,0.9993812441825867,1.2362037897109985,1.3721439838409424,1.3632097244262695,1.2096723318099976,0,0.7538266181945801,0.5840588808059692,0.4807761609554291,0.43998438119888306,-9999
-9999,-9999,0.2042805552482605,0.24253295361995697,0.322089821100235,0.42917951941490173,0.5688871145248413,0.7486636638641357,0.9682979583740234,1.2205332517623901,1.436948299407959,1.5785151720046997,1.5928455591201782,1.479107141494751,1.276861310005188,1.0357509851455688,0.8281586766242981,0.6799898147583008,0.6199924349784851,-9999
-9999,0.19696691632270813,0.23611053824424744,0.30180564522743225,0.4236295223236084,0.5883178114891052,0.7828844785690308,1.0146631002426147,1.2519620656967163,1.4655848741531372,1.6204731464385986,1.7222603559494019,1.7588213682174683,1.7009965181350708,1.5690754652023315,0,1.1278027296066284,0.9464539885520935,0.867887556552887,-9999
-9999,0.23690837621688843,0.28698238730430603,0.40382128953933716,0.5869155526161194,0.8216084241867065,1.0879995822906494,1.3629010915756226,1.592098355293274,1.7450710535049438,1.827070951461792,1.8861452341079712,1.9182460308074951,1.9099321365356445,1.8373557329177856,0,1.470234990119934,1.277748465538025,1.1913764476776123,-9999
-9999,0.32089775800704956,0.38930773735046387,0.5477496385574341,0.7778986096382141,1.0662504434585571,1.390458345413208,1.6927235126495361,1.8919399976730347,1.9912183284759521,2.0376534461975098,2.075424909591675,2.116192102432251,2.127917766571045,2.091106653213501,1.9982850551605225,1.8296661376953125,1.6545320749282837,1.5700328350067139,-9999
-9999,0.46642306447029114,0.5516466498374939,0.7506819367408752,1.013443112373352,1.3181053400039673,1.6469839811325073,1.919265866279602,2.0624001026153564,2.114366292953491,2.138906717300415,2.1830267906188965,0,0,2.273327350616455,0,2.1271705627441406,2.000804901123047,1.9323760271072388,-9999
