"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:48"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER ecospace/>"
EcospaceScenario,BayOfAnchovies
MapRows,20
MapCols,20
MapCellLength,20
MapCellSize,0.17996463
MapTopLeftLat,0
MapTopLeftLon,0
NoActiveCells,313
EcoSpaceTimeStepLength,0.08333300219773374
CoordinateSystemWKT,"GEOGCS[WGS 84, DATUM[WGS_1984, SPHEROID[WGS 84,6378137,298.257223563, AUTHORITY[EPSG,7030]], AUTHORITY[EPSG,6326]], PRIMEM[Greenwich,0, AUTHORITY[EPSG,8901]], UNIT[degree,0.01745329251994328, AUTHORITY[EPSG,9122]], AUTHORITY[EPSG,4326]]"
ExternalDataConfigFile,AnchovyBay_extdata.xml
"<HEADER end/>"
Variable,EcospaceMapEffort
Fleet name,"Bait boats"

Step,61
Year,5.083313
-9999,0,0,1.0287827253341675,0.5193575024604797,0.23261171579360962,0.11606061458587646,0.06142616644501686,0.03606107831001282,0.01524291280657053,0.014031373895704746,0.013974995352327824,0.011637448333203793,0.016447674483060837,0.018263954669237137,0.02025720663368702,0.022360770031809807,0.024754561483860016,0.020306581631302834,0.03013780154287815
-9999,-9999,0,0.8275139927864075,0.4023447632789612,0.16872775554656982,0.0775025337934494,0.03992000222206116,0.013032603077590466,0.01383174117654562,0.015295865014195442,0.015812840312719345,0.015108575113117695,0.014549748972058296,0.013828456401824951,0.015288063324987888,0.016785386949777603,0.02132934145629406,0.026310833171010017,0.03072356805205345
-9999,-9999,0,0,0.3187195360660553,0.1272033303976059,0.05480857565999031,0.02688501961529255,0.01177937351167202,0.01676676608622074,0.016653764992952347,0.017305446788668633,0.01863347925245762,0.02049161121249199,0.022651800885796547,0.024909062311053276,0.027106838300824165,0.02904190495610237,0.030507992953062057,0.031276799738407135
-9999,-9999,-9999,0,0.2707839906215668,0.11050169169902802,0.046185776591300964,0.02210228703916073,0.01216916460543871,0.01745014451444149,0.017414290457963943,0.018126696348190308,0.019526587799191475,0.021457932889461517,0.0236782506108284,0.02594061754643917,0.028082171455025673,0.029791705310344696,0.03098958544433117,0.03160587698221207

Step,97
Year,8.083302
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999
-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999
-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999
-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999
