"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:48"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER ecospace/>"
EcospaceScenario,BayOfAnchovies
MapRows,20
MapCols,20
MapCellLength,20
MapCellSize,0.17996463
MapTopLeftLat,0
MapTopLeftLon,0
NoActiveCells,313
EcoSpaceTimeStepLength,0.08333300219773374
CoordinateSystemWKT,"GEOGCS[WGS 84, DATUM[WGS_1984, SPHEROID[WGS 84,6378137,298.257223563, AUTHORITY[EPSG,7030]], AUTHORITY[EPSG,6326]], PRIMEM[Greenwich,0, AUTHORITY[EPSG,8901]], UNIT[degree,0.01745329251994328, AUTHORITY[EPSG,9122]], AUTHORITY[EPSG,4326]]"
ExternalDataConfigFile,AnchovyBay_extdata.xml
"<HEADER end/>"
Variable,EcospaceMapCatch
Contaminant Concentrations,Whiting

Step,61
Year,5.083313
-9999,0.29096826910972595,0.3321041762828827,0.4169386327266693,0.4532957673072815,0.43399783968925476,0.38917076587677,0.336710661649704,0.2932594418525696,0.2603105902671814,0,0,0,0.1446240097284317,0,0,0.09935961663722992,0,-9999,-9999
-9999,0.3165687024593353,0.33662956953048706,0.39163416624069214,0.4029636085033417,0.3639354109764099,0.30926162004470825,0.2612759470939636,0.22998759150505066,0,0,0,0,0.10416503250598907,0.08213172107934952,0.06553848087787628,0.054004520177841187,0.044298384338617325,0,0
-9999,-9999,0.32150712609291077,0.35459601879119873,0.35220977663993835,0.3034433126449585,0.24525186419487,0.20246003568172455,0,0,0,0,0,0,0,0,0,0,0,0
-9999,-9999,0.3316965103149414,0.3296721577644348,0.31242379546165466,0.25638237595558167,0.19653019309043884,0.15568125247955322,0,0,0,0,0,0,0,0,0,0,0,0
-9999,-9999,-9999,0.3055404722690582,0.2907508611679077,0.23449864983558655,0.17448629438877106,0.13534434139728546,0,0,0,0,0,0,0,0,0,0,0,0

Step,85
Year,7.0833054
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.02377164363861084,0.02278193272650242,-9999,-9999,0.017839845269918442,0.015642331913113594,-9999,-9999,-9999
-9999,-9999,-9999,-9999,0.027111975476145744,0.031028693541884422,0.03865884989500046,0.04522816836833954,0.049272920936346054,0.05129459872841835,0.04140467941761017,0.03469615429639816,0.03388143703341484,0.033418700098991394,0.027273332700133324,0.020921600982546806,0.017015760764479637,0.014764612540602684,-9999,-9999
-9999,-9999,-9999,0.024488626047968864,0.028493423014879227,0.03407543525099754,0.042787306010723114,0.05200381204485893,0.06245984882116318,0.0712474137544632,0.0761716291308403,0.07344674319028854,0.06927327066659927,0.057827532291412354,0.04403291642665863,0.031052546575665474,0.0226815827190876,0.018766535446047783,-9999,-9999
-9999,-9999,-9999,0.02436402440071106,0.02907458133995533,0.03944918140769005,0.05383383110165596,0.07265492528676987,0.09876880794763565,0.13797014951705933,0.1798720508813858,0.1984051764011383,0.18269625306129456,0.13486348092556,0.09087159484624863,0.056071147322654724,0.0364866778254509,0.031967632472515106,-9999,-9999
-9999,-9999,0.01679954119026661,0.022387223318219185,0.030664408579468727,0.045176129788160324,0.06618708372116089,0.09781502187252045,0.15586741268634796,0.2469942718744278,0.3620475232601166,0.42038944363594055,0.398436963558197,0.29149094223976135,0.1797226518392563,0.10437920689582825,0.06384913623332977,0.04998714476823807,0.04098358750343323,-9999
-9999,-9999,0.016612380743026733,0.021476734429597855,0.0336795337498188,0.05464483052492142,0.08508583903312683,0.13628308475017548,0.2282438725233078,0.37241318821907043,0.5455778241157532,0.6508790254592896,0.6301848888397217,0.49130502343177795,0,0.19101542234420776,0.11514631658792496,0.07799569517374039,0.06467387825250626,-9999
-9999,-9999,0.01813543401658535,0.025297677144408226,0.04338579624891281,0.07393939793109894,0.12344329059123993,0.2018018513917923,0.31822729110717773,0.47807613015174866,0.6319530606269836,0.7351260185241699,0.7314490079879761,0.6233925223350525,0.4635268449783325,0.30620086193084717,0.19755218923091888,0.1341724395751953,0.11174032092094421,-9999
-9999,0.014173946343362331,0.021277502179145813,0.034429438412189484,0.06540828943252563,0.11974753439426422,0.19933637976646423,0.31290870904922485,0.44556307792663574,0.574648380279541,0.6676834225654602,0.7247702479362488,0.7356811165809631,0.6784332990646362,0.5755029320716858,0,0.3037235140800476,0.21706321835517883,0.18396659195423126,-9999
-9999,0.01881886087357998,0.027665799483656883,0.05337122082710266,0.10754802823066711,0.19790248572826385,0.3220650255680084,0.4665015637874603,0.5894871354103088,0.6621031165122986,0.6868525147438049,0.7009866833686829,0.7035647630691528,0.6865237355232239,0.634128749370575,0,0.4177324175834656,0.32185977697372437,0.28314125537872314,-9999
-9999,0.03033708967268467,0.04406295344233513,0.08420645445585251,0.16076034307479858,0.2807336151599884,0.4372837543487549,0.5904529094696045,0.6763992309570312,0.6956603527069092,0.6857652068138123,0.6784806251525879,0.681564211845398,0.6779506206512451,0.6550173163414001,0.6047613620758057,0.517776370048523,0.4329971373081207,0.39553797245025635,-9999
