"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:48"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER ecospace/>"
EcospaceScenario,BayOfAnchovies
MapRows,20
MapCols,20
MapCellLength,20
MapCellSize,0.17996463
MapTopLeftLat,0
MapTopLeftLon,0
NoActiveCells,313
EcoSpaceTimeStepLength,0.08333300219773374
CoordinateSystemWKT,"GEOGCS[WGS 84, DATUM[WGS_1984, SPHEROID[WGS 84,6378137,298.257223563, AUTHORITY[EPSG,7030]], AUTHORITY[EPSG,6326]], PRIMEM[Greenwich,0, AUTHORITY[EPSG,8901]], UNIT[degree,0.01745329251994328, AUTHORITY[EPSG,9122]], AUTHORITY[EPSG,4326]]"
ExternalDataConfigFile,AnchovyBay_extdata.xml
"<HEADER end/>"
Variable,EcospaceMapBiomass
Contaminant Concentrations,Cod

Step,61
Year,5.083313
-9999,-9999,0.21492011845111847,0.2452142983675003,0.31733858585357666,0.42655378580093384,0.5685203075408936,0.7740998268127441,1.0782943964004517,1.4722474813461304,1.8801302909851074,2.132594347000122,2.144016742706299,1.9123435020446777,1.5687617063522339,1.1880662441253662,0.9178404808044434,0.7556864023208618,0.6960147619247437,-9999
-9999,-9999,0.2604762613773346,0.31282955408096313,0.4276473820209503,0.5925690531730652,0.8209787011146545,1.1297760009765625,1.5220409631729126,1.98626708984375,2.401575803756714,2.688539505004883,2.7427477836608887,2.5590248107910156,2.2088277339935303,1.7867215871810913,1.422226071357727,1.163826584815979,1.0604537725448608,-9999
-9999,0.29250067472457886,0.3390563726425171,0.437043696641922,0.631497323513031,0.9107681512832642,1.2618101835250854,1.700927495956421,2.1723804473876953,2.6153311729431152,2.9539709091186523,3.187774658203125,3.2865617275238037,3.1922824382781982,2.9448201656341553,2.5745394229888916,2.098820686340332,1.752736210823059,1.6030669212341309,-9999
-9999,0.373473197221756,0.45196452736854553,0.6467908620834351,0.9673012495040894,1.4018683433532715,1.9257261753082275,2.4973855018615723,3.004361152648926,3.3693621158599854,3.5877797603607178,3.7485220432281494,3.841221332550049,3.838020086288452,3.691256046295166,3.4261741638183594,2.9307525157928467,2.5348048210144043,2.3565852642059326,-9999
-9999,0.5454680323600769,0.6663306951522827,0.9541797637939453,1.3903858661651611,1.9658211469650269,2.6494827270507812,3.3254642486572266,3.8103890419006348,4.086418628692627,4.23879861831665,4.3579583168029785,4.469821929931641,4.50617790222168,4.427135467529297,4.221245765686035,3.8516640663146973,3.469428062438965,3.283752202987671,-9999
-9999,0.8501667380332947,1.0135583877563477,1.402389645576477,1.9369398355484009,2.587836742401123,3.325540065765381,3.9743990898132324,4.356638431549072,4.532260894775391,4.631532192230225,4.759172439575195,4.97305154800415,5.053554534912109,4.986313343048096,4.939578056335449,4.653502464294434,4.366520881652832,4.209137916564941,-9999
-9999,1.338305115699768,1.568995475769043,2.0740301609039307,2.6518664360046387,3.2904882431030273,3.9320456981658936,4.421069145202637,4.620328426361084,4.643617153167725,4.652637004852295,4.725903511047363,4.909782409667969,4.981481075286865,5.001058101654053,4.949699401855469,4.93789529800415,4.8689470291137695,4.763561248779297,-9999
-9999,1.9967467784881592,2.291147470474243,2.896188735961914,3.498750686645508,4.028696060180664,4.449530601501465,4.6708502769470215,4.665499210357666,4.563830375671387,4.471039295196533,4.4243550300598145,4.4488301277160645,4.40315580368042,4.3499345779418945,4.329592227935791,4.486175537109375,4.75510835647583,4.7602434158325195,-9999
-9999,2.6433634757995605,2.9716854095458984,3.6362898349761963,4.203191757202148,4.551119327545166,4.711078643798828,4.699535846710205,4.569854736328125,4.405962944030762,4.2592926025390625,4.081325054168701,3.8867034912109375,3.683990955352783,3.5294594764709473,3.452092409133911,3.4928746223449707,3.8986523151397705,-9999,-9999
-9999,3.0857431888580322,3.438945770263672,4.0998992919921875,4.557613849639893,4.719235897064209,4.685903072357178,4.546802520751953,4.391219615936279,4.240039348602295,4.116402626037598,3.8615481853485107,3.5202081203460693,3.127131462097168,2.8458569049835205,2.607846260070801,2.458233118057251,2.1909518241882324,-9999,-9999
-9999,3.4064981937408447,3.774702548980713,4.348288059234619,4.685429573059082,4.672857761383057,4.4940667152404785,4.274832248687744,4.113911151885986,3.993633985519409,3.8039050102233887,3.4970295429229736,3.0988407135009766,2.6765289306640625,2.3170197010040283,2.0154402256011963,1.777970790863037,1.559378981590271,1.4052143096923828,1.2296737432479858
-9999,-9999,4.100977897644043,4.502410411834717,4.714536666870117,4.555996417999268,4.237663269042969,3.9486749172210693,3.788670063018799,3.6115684509277344,3.3959522247314453,3.0900444984436035,2.719542980194092,2.290809392929077,1.9339349269866943,1.6643823385238647,1.4231961965560913,1.2516850233078003,1.1270606517791748,1.1577483415603638
-9999,-9999,4.431715965270996,4.627693176269531,4.690459251403809,4.391761779785156,3.945631980895996,3.5712132453918457,3.355710744857788,3.1694273948669434,3.008197784423828,2.7230114936828613,2.3661904335021973,1.9700695276260376,1.6632901430130005,1.4368544816970825,1.248877763748169,1.1291851997375488,1.1610255241394043,1.1798994541168213
-9999,-9999,-9999,4.6769185066223145,4.664959907531738,4.306572914123535,3.7921202182769775,3.379387378692627,3.1505773067474365,2.979832887649536,2.8134243488311768,2.5784337520599365,2.2286951541900635,1.8462283611297607,1.5342283248901367,1.353921890258789,1.1575884819030762,1.1567211151123047,1.180588960647583,1.1945741176605225

Step,97
Year,8.083302
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.223500594496727,0.21997953951358795,-9999,-9999,0.19613803923130035,0.18341854214668274,-9999,-9999,-9999
-9999,-9999,-9999,-9999,0.19521310925483704,0.2136506289243698,0.24820588529109955,0.28164321184158325,0.3087002635002136,0.3289099335670471,0.30519750714302063,0.28304848074913025,0.28456664085388184,0.29067263007164,0.26345887780189514,0.2254042774438858,0.20258259773254395,0.19233213365077972,-9999,-9999
-9999,-9999,-9999,0.19262629747390747,0.20792843401432037,0.23350973427295685,0.2733787000179291,0.3176162838935852,0.3676176071166992,0.4129800796508789,0.4454716444015503,0.4503241181373596,0.44615623354911804,0.41315335035324097,0.3615482449531555,0.3013400733470917,0.25652891397476196,0.23420357704162598,-9999,-9999
-9999,-9999,-9999,0.20406650006771088,0.22599491477012634,0.27298209071159363,0.335771769285202,0.4143471121788025,0.5148577094078064,0.6462995409965515,0.7755110859870911,0.84315025806427,0.825896680355072,0.7170103192329407,0.5897706747055054,0.4614051282405853,0.37131860852241516,0.34904414415359497,-9999,-9999
-9999,-9999,0.19521726667881012,0.21808508038520813,0.25947830080986023,0.32891494035720825,0.42207664251327515,0.5491256713867188,0.744283139705658,1.0003145933151245,1.2771395444869995,1.4269911050796509,1.4191510677337646,1.2265844345092773,0.9646811485290527,0.7328448295593262,0.573519229888916,0.5147550702095032,0.4916601777076721,-9999
-9999,-9999,0.21229569613933563,0.2421330213546753,0.31306523084640503,0.42031002044677734,0.559516429901123,0.7608625292778015,1.0587214231491089,1.4443879127502441,1.8437188863754272,2.091109275817871,2.102900981903076,1.8769605159759521,1.5415868759155273,1.1678167581558228,0.9023561477661133,0.7429254055023193,0.6841490268707275,-9999
-9999,-9999,0.25670531392097473,0.30816635489463806,0.4208635687828064,0.5824744701385498,0.8059611320495605,1.1078667640686035,1.4912328720092773,1.944970965385437,2.3510725498199463,2.632178544998169,2.6862244606018066,2.507937431335449,2.166672945022583,1.753927230834961,1.3963195085525513,1.142511010169983,1.0408806800842285,-9999
-9999,0.2873137295246124,0.3332565426826477,0.42943528294563293,0.6198893785476685,0.8930285573005676,1.235874056816101,1.6643950939178467,2.1243579387664795,2.556750535964966,2.887816905975342,3.1172640323638916,3.2154815196990967,3.1253886222839355,2.8856942653656006,2.5260164737701416,2.0583581924438477,1.7183960676193237,1.5712802410125732,-9999
-9999,0.3662828207015991,0.4432561695575714,0.6340253353118896,0.9474304914474487,1.371732473373413,1.8825234174728394,2.439516544342041,2.933530569076538,3.289790630340576,3.504041910171509,3.663121461868286,3.7564945220947266,3.756028175354004,3.6149818897247314,3.35897159576416,2.871181011199951,2.4820780754089355,2.306835174560547,-9999
-9999,0.5339189767837524,0.6521326303482056,0.9335229396820068,1.3594049215316772,1.920451283454895,2.586268186569214,3.2443368434906006,3.7167906761169434,3.9869601726531982,4.1381354331970215,4.258633613586426,4.373244285583496,4.4120378494262695,4.335499286651611,4.1344428062438965,3.7700884342193604,3.3939290046691895,3.2110304832458496,-9999
